institution,name,lat,lon,fuzz-ratio
University of North Texas,University of North Texas,33.2098926,-97.15147624977251,100
Tulane University,Tulane University,29.94121955,-90.12010089179185,100
Ohio University,Ohio University,39.32300405,-82.10267681533172,100
University of Idaho,University of Idaho,46.72379775,-117.02043898436474,100
University of Nebraska - Omaha,University of Nebraska at Omaha,41.257793250000006,-96.0104763,95
University of Hawaii at Manoa,University of Hawaiʻi at Manoa,21.2982795,-157.81869356088555,98
Worcester Polytechnic Institute,Worcester Polytechnic Institute,42.274315,-71.80845674552586,100
Brigham Young University,Brigham Young University,40.25501105,-111.64953257145665,100
University of Massachusetts Boston,University of Massachusetts,42.38898,-72.5287,89
Colorado School of Mines,Colorado School of Mines,39.75269125,-105.22287205576333,100
Baylor University,Baylor University,31.55043405,-97.1102905567766,100
Illinois Institute of Technology,Illinois Institute of Technology,41.8352554,-87.62643622073041,100
University of Colorado - Denver,University of Colorado,40.00759835,-105.26910078017822,83
University of Tulsa,University of Tulsa,36.1523306,-95.94596023877983,100
Missouri University of Technology,Missouri University of Science and Technology,37.952962,-91.778002,85
University of Mississippi,University of Mississippi,34.3646125,-89.53963491020966,100
University of Georgia,University of Georgia,33.9404278,-83.37304904988295,100
University of Missouri,Saint Louis University,38.6352837,-90.2316773318154,45
University of Arkansas - Little Rock,University of Arkansas Cammack Campus,34.775925,-92.342097,68
LIU Post,Liu,28.6631238,-81.2349235,18
University of New Hampshire,University of New Hampshire,43.13826535,-70.93238172334156,100
Southern Methodist University,Southern Methodist University,32.841801149999995,-96.78152810147064,100
University of Alabama - Huntsville,University of Alabama (historical),33.19345,-87.52251,74
Florida Institute of Technology,Florida Institute of Technology,28.0642296,-80.6230097241205,100
North Dakota State University,North Dakota State University,46.897155,-96.81826543221285,100
University of Memphis,The University of Memphis,35.1189387,-89.93721959965887,91
Boston College,Boston College,42.3354481,-71.16813864023061,100
University of Maine,University of Maine Orono,44.8991352,-68.66637461527564,86
 Wichita State University,Wichita,33.233136,-97.869415,44
Simmons University,Simmons University,42.34143655,-71.10544912486057,100
