23/5446;Olav Bertelsen;Aarhus University;dk;http://au.dk/en/olavb@cs;Ydi4uSMAAAAJ
05/6302;Srikanth Srinivasan 0001;Aarhus University;dk;https://cs.au.dk/~srikanth;uJzmr8YAAAAJ
152/5292;Sophia Yakoubov;Aarhus University;dk;https://pure.au.dk/portal/da/persons/sophia-yakoubov(818cd271-6e5e-4980-b248-4a337b7c0603).html;Y_XwzKQAAAAJ
o/ClaudioOrlandi;Claudio Orlandi;Aarhus University;dk;https://cs.au.dk/~orlandi;EVDZd5oAAAAJ
55/6739;Anders Møller;Aarhus University;dk;https://cs.au.dk/~amoeller;Wx0bdN0AAAAJ
31/910;Lars Birkedal;Aarhus University;dk;http://cs.au.dk/~birke;1rW-bi0AAAAJ
a/IraAssent;Ira Assent;Aarhus University;dk;https://pure.au.dk/portal/en/persons/ira-assent(012c1c28-bfa9-4107-bd8f-97dae008b06d).html;w2n5LhUAAAAJ
b/GerthStoltingBrodal;Gerth Stølting Brodal;Aarhus University;dk;https://cs.au.dk/~gerth;uWU6DcMAAAAJ
71/3848;Ole Caprani;Aarhus University;dk;http://au.dk/en/ocaprani@cs;r1ysNr0AAAAJ
75/5361;Diego F. Aranha;Aarhus University;dk;https://dfaranha.github.io;FF26-mIAAAAJ
08/5342;Panagiotis Karras;Aarhus University;dk;http://cs.au.dk/~karras;B6C4aBoAAAAJ
27/3558;Morten Kyng;Aarhus University;dk;http://au.dk/en/mkyng@cs;geVags8AAAAJ
52/1626;Bas Spitters;Aarhus University;dk;https://cs.au.dk/~spitters;Pm70TvUAAAAJ
160/7730;Jean Pichon-Pharabod;Aarhus University;dk;https://jeanpichon.github.io;ReYyKJAAAAAJ
91/6667;Clemens Nylandsted Klokmose;Aarhus University;dk;https://cs.au.dk/~clemens;ugdQqIcAAAAJ
91/6116;Peyman Afshani;Aarhus University;dk;https://cs.au.dk/~peyman;DNIqUZEAAAAJ
p/JvdPol;Jaco C. van de Pol;Aarhus University;dk;https://cs.au.dk/~jaco;gbSSgnkAAAAJ
06/4038;Christian N. S. Pedersen;Aarhus University;dk;https://birc.au.dk/~cstorm;RHtkRKwAAAAJ
07/6242;Kasper Dalgaard Larsen;Aarhus University;dk;https://cs.au.dk/~larsen;ZluoxUcAAAAJ
80/5323;Kurt Jensen;Aarhus University;dk;http://pure.au.dk/portal/en/persons/kurt-jensen(40695a62-b356-4d94-b437-4db0be203bdc).html;OLXJpH8AAAAJ
54/2046;Kristoffer Arnsfelt Hansen;Aarhus University;dk;https://cs.au.dk/~arnsfelt;QttFU2YAAAAJ
47/8037;Andreas Pavlogiannis;Aarhus University;dk;https://cs.au.dk/~pavlogiannis;9QvqaqUAAAAJ
24/2197;Aslan Askarov;Aarhus University;dk;http://askarov.net;VV78_dMAAAAJ
132/7569;Çigdem Aslay;Aarhus University;dk;https://pure.au.dk/portal/da/persons/cigdem-aslay(921b00ac-c233-4813-be49-89852a83f6bc).html;aVRi34QAAAAJ
h/EveEHoggan;Eve E. Hoggan;Aarhus University;dk;http://www.evehoggan.com;EIU2kHUAAAAJ
c/IoannisCaragiannis;Ioannis Caragiannis;Aarhus University;dk;https://cs.au.dk/~iannis;FSIQi4IAAAAJ
c/HenrickBaerbakChristensen;Henrik Bærbak Christensen;Aarhus University;dk;http://pure.au.dk/portal/en/persons/henrik-baerbak-christensen(4f747aba-32e8-4492-841f-1f9130be6909).html;Eb2LzvUAAAAJ
g/KGronbaek;Kaj Grønbæk;Aarhus University;dk;https://cs.au.dk/~kgronbak;zaL7iZ4AAAAJ
135/7623;Davide Mottin;Aarhus University;dk;https://mott.in;evZ9Q9EAAAAJ
20/1847;Susanne Bødker;Aarhus University;dk;http://pure.au.dk/portal/en/persons/id(87d4fbb6-b38c-449e-b87d-59f693b7d6f0).html;tO-dGhkAAAAJ
48/7183;Chris Schwiegelshohn;Aarhus University;dk;https://cs.au.dk/~schwiegelshohn;X9Hl0LcAAAAJ
83/8359;Ken Pfeuffer;Aarhus University;dk;https://kenpfeuffer.com;AqmxADkAAAAJ
37/5442;Bernard Paul Tiddeman;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/bpt;pQHTi7UAAAAJ
01/3159;Hannah Dee;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/hmd1;qu8qeygAAAAJ
63/1233;Edel Sherratt;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/eds;NOSCHOLARPAGE
31/3223;Neil Mac Parthaláin;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ncm;Um3skD0AAAAJ
l/FLabrosse;Frédéric Labrosse;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ffl;NOSCHOLARPAGE
13/3885;Myra S. Wilson;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/mxw;NOSCHOLARPAGE
13/6472;Christine Zarges;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/chz8;lDm_Kf4AAAAJ
45/658;Dimitris P. Tsakiris;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/dit5;05r1hHoAAAAJ
39/10660;Helen C. Miles;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/hem23;OWuu1f0AAAAJ
j/ThomasJansen1;Thomas Jansen 0001;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/thj10;eXdrAtQAAAAJ
16/4084;António dos Anjos;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ara11;vmlD9VYAAAAJ
69/11031;Patricia Shaw;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/phs;4nu22CcAAAAJ
04/3732;Reyer Zwiggelaar;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/rrz;NZldyesAAAAJ
56/5822;Chris J. Price;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/cjp;NOSCHOLARPAGE
36/4068;Chuan Lu;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/cul;tvY6seQAAAAJ
34/545;Richard Jensen;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/rkj;_nYdqsoAAAAJ
85/6730;N. A. Snooke;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/nns;NOSCHOLARPAGE
c/AmandaClare;Amanda Clare;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/afc;dsmbrisAAAAJ
s/QiangShen;Qiang Shen 0001;Aberystwyth University;uk;https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/qqs;bew3SPIAAAAJ
43/6599;Amr Goneid;American University in Cairo;eg;https://www.aucegypt.edu/fac/amrgoneid;NOSCHOLARPAGE
23/553;Tamer A. ElBatt;American University in Cairo;eg;https://www.aucegypt.edu/fac/tamerel-batt;5w0QmjUAAAAJ
33/2241;Ahmed Rafea;American University in Cairo;eg;https://www.aucegypt.edu/fac/ahmedrafea;szDaQLYAAAAJ
333/8998;Cherif Salama;American University in Cairo;eg;https://www.aucegypt.edu/fac/cherif;YmiuZcEAAAAJ
70/1253;Sherif El-Kassas;American University in Cairo;eg;https://www.aucegypt.edu/fac/sherifel-kassas;NOSCHOLARPAGE
78/510;Sherif G. Aly;American University in Cairo;eg;https://www.aucegypt.edu/fac/sherifaly;L-4bT2AAAAAJ
06/6148;Amr El-Kadi;American University in Cairo;eg;https://www.aucegypt.edu/fac/amrel-kadi;NOSCHOLARPAGE
80/10109-1;Mohamed N. Moustafa 0001;American University in Cairo;eg;https://www.aucegypt.edu/fac/mohamedmoustafa;QGdReUEAAAAJ
32/2501;Awad H. Khalil;American University in Cairo;eg;https://www.aucegypt.edu/fac/awadkhalil;NOSCHOLARPAGE
29/5476;Fadi A. Zaraket;American University of Beirut;lb;http://research-fadi.aub.edu.lb;1e2w_FoAAAAJ
130/3690;Ibrahim Issa;American University of Beirut;lb;http://www.aub.edu.lb/pages/profile.aspx?memberId=ii19;6odfSA4AAAAJ
74/8082;Amer E. Mouawad;American University of Beirut;lb;http://www.aub.edu.lb/pages/profile.aspx?memberId=aa368;MK6WseUAAAAJ
23/4711;Wes Masri;American University of Beirut;lb;http://www.aub.edu.lb/fea/wm13;BQM2KwcAAAAJ
68/2576;Fatima Abu Salem;American University of Beirut;lb;http://www.cs.aub.edu.lb/fa21;NOSCHOLARPAGE
82/4089;Shady Elbassuoni;American University of Beirut;lb;https://www.aub.edu.lb/fas/cs/people/Pages/se58.aspx;Fe8iIHMAAAAJ
31/1952;Haitham Akkary;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=ha95;IOoBNcsAAAAJ
71/5990;Ayman I. Kayssi;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=ayman;JzsqVaMAAAAJ
123/7561;Izzat El Hajj;American University of Beirut;lb;http://www.aub.edu.lb/pages/profile.aspx?memberid=ie22;_VVw504AAAAJ
52/665;Mohamed El Baker Nassar;American University of Beirut;lb;http://www.aub.edu.lb/pages/profile.aspx?memberId=mn115;GrvxLaUAAAAJ
13/1954;Haïdar Safa;American University of Beirut;lb;https://www.aub.edu.lb/fas/cs/people/Pages/hs33.aspx;THYMTJMAAAAJ
45/3525;Ahmad R. Dhaini;American University of Beirut;lb;http://staff.aub.edu.lb/~ad57;SoP_HnYAAAAJ
j/MohamadJaber;Mohamad Jaber 0001;American University of Beirut;lb;https://www.aub.edu.lb/fas/cs/people/Pages/mj54.aspx;k5WqqOcAAAAJ
90/3542;Louay Bazzi;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=lb13;9oNkK7YAAAAJ
36/7745;Imad Elhajj;American University of Beirut;lb;http://www.aub.edu.lb/~ie05;GtBBM68AAAAJ
84/8237;Hazem M. Hajj;American University of Beirut;lb;http://feaweb.aub.edu.lb/personalwebsites/hhajj;QidtvQgAAAAJ
84/7232;Wassim El-Hajj;American University of Beirut;lb;http://staff.aub.edu.lb/~we07;QidtvQgAAAAJ
88/2026;Ibrahim C. Abou-Faycal;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ia14;EwLgoU8AAAAJ
88/5173;Ali Chehab;American University of Beirut;lb;https://website.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=chehab;pu2imbMAAAAJ
51/1347;Mariette Awad;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ma162;pF_1j1IAAAAJ
09/3843;Hassan A. Artail;American University of Beirut;lb;https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ha27;Gm0ZtJcAAAAJ
t/GeorgeMTurkiyyah;George M. Turkiyyah;American University of Beirut;lb;https://www.aub.edu.lb/fas/cs/people/Pages/gt02.aspx;NOSCHOLARPAGE
73/11199;Elad Aigner-Horev;Ariel University;il;http://www.elad-horev.org;4-mES5gAAAAJ
02/222;Dana Shapira;Ariel University;il;http://www.ariel.ac.il/Projects/trp/GeneralInformation.asp?numRec=454&numtafrit=1&id_lang=1&d=;Vt744hgAAAAJ
89/3708;Vadim E. Levit;Ariel University;il;http://ariel.academia.edu/VadimLevit;iAIwEeAAAAAJ
67/3012;Anat Paskin;Ariel University;il;http://www.ariel.ac.il/Projects/trp/GeneralInformation.asp?numRec=483&numtafrit=1&id_lang=1&d=;XcyQbAYAAAAJ
18/9923;Amos Azaria;Ariel University;il;http://www.ariel.ac.il/projects/trp/GeneralInformation.asp?numRec=548&numtafrit=1&id_lang=1&d=;sdfKs_sAAAAJ
12/959;Boaz Ben-Moshe;Ariel University;il;http://www.ariel.ac.il/sites/bmboaz;EqqHg3MAAAAJ
