t/EranTromer;Tel Aviv University
t/OliverETheel;University of Oldenburg
t/CDThomborson;University of Auckland
t/VolkerTresp;LMU Munich
t/PangNingTan;Michigan State University
t/ValTannen;University of Pennsylvania
t/JLTraff;TU Wien
t/GregTurk;Georgia Institute of Technology
t/BernhardThalheim;University of Kiel
t/HolgerTheisel;University of Magdeburg
t/KTurowski;University of Magdeburg
t/GerardTel;Utrecht University
t/AMinTjoa;TU Wien
t/MichaelETipping;University of Bath
t/MassimoTivoli;University of L'Aquila
t/DeanMTullsen;Univ. of California - San Diego
t/AlexandreTiskin;University of Warwick
t/AndrewPTolmach;Portland State University
t/FrancescaToni;Imperial College London
t/YiChengTu;University of South Florida
t/JurgenTeich;University of Erlangen–Nuremberg
t/EricTorng;Michigan State University
t/WolfgangThomas;RWTH Aachen
t/AgmaJMTraina;USP-ICMC
t/SotiriosTerzis;University of Strathclyde
t/EwanDTempero;University of Auckland
t/StephenRTate;UNC - Greensboro
t/DavidTaniar;Monash University
t/AnthonyKHTung;National University of Singapore
t/MitchellAThornton;Southern Methodist University
t/CaetanoTrainaJr;USP-ICMC
t/YannisTheodoridis;University of Piraeus
t/VincentSMTseng;National Chiao Tung University
t/LetiziaTanca;Politecnico di Milano
t/IanMMitchell;University of British Columbia
t/JeffTian;Southern Methodist University
t/EvaTardos;Cornell University
t/TieniuTan;Chinese Academy of Sciences
t/MosheTennenholtz;Technion
t/AndrzejTarlecki;University of Warsaw
t/AntonioBTorralba;Massachusetts Institute of Technology
t/WangChiewTan;Univ. of California - Santa Cruz
t/GabrieleTaentzer;University of Marburg
t/ShangHuaTeng;University of Southern California
t/MichaelThielscher;UNSW
t/EugeniaTernovska;Simon Fraser University
t/JohnKTsotsos;York University
t/NielsTaatgen;University of Groningen
t/DenisTherien;McGill University
t/SimonJThompson;University of Kent
t/JosepTorrellas;Univ. of Illinois at Urbana-Champaign
t/AlwenTiu;Australian National University
t/GennyTortora;University of Salerno
t/VassilisJTsotras;Univ. of California - Riverside
t/PhilippasTsigas;Chalmers/GU
t/KTuyls;University of Liverpool
t/PeterETischer;Monash University
t/FrancoTurini;University of Pisa
t/SXDTan;Univ. of California - Riverside
t/JoelATropp;California Institute of Technology
t/PeterTriantafillou;University of Warwick
t/RoutoTerada;USP
t/HansTompits;TU Wien
t/RichardNTaylor;Univ. of California - Irvine
t/HannuToivonen;University of Helsinki
t/LotharThiele;ETH Zurich
t/TiowSengTan;National University of Singapore
t/SatishKTripathi;University at Buffalo
t/StefanTai;TU Berlin
t/VanessaTeague;University of Melbourne
t/KristianTorp;Aalborg University
t/PaulTarau;University of North Texas
t/KeishiTajima;Kyoto University
t/HenryMTufo;University of Colorado Boulder
t/GeorgeTzanetakis;University of Victoria
t/EvimariaTerzi;Boston University
t/MarcToussaint;TU Berlin
t/CostasSTzafestas;NTUA
t/YiorgosTsiatouhas;University of Ioannina
t/GuilhermeTravassos;UFRJ
t/DimitriTheodoratos;NJIT
t/JieTang;Tsinghua University
t/ErayTuzun;Bilkent University
t/AndrewSTanenbaum;VU Amsterdam
t/JacoboToran;University of Ulm
t/DavidNTurner;University of Kent
t/StevenLTanimoto;University of Washington
t/TadaoTakaoka;University of Canterbury
t/GTsechpenakis;IUPUI
t/YCTay;National University of Singapore
t/MarcTommasi;CRIStAL
t/AndrewTaylor;UNSW
t/HingFungTing;University of Hong Kong
t/HamishTaylor;Heriot-Watt University
t/JerzyTiuryn;University of Warsaw
t/ArashTermehchy;Oregon State University
t/ATrotman;University of Otago
t/AmnonTaShma;Tel Aviv University
t/KishorSTrivedi;Duke University
176/1530;University of Pittsburgh
176/4498;Open University UK
176/0131;University of Kansas
176/0127;University of Toronto
176/5516;University of Oregon
176/5528;University of Bristol
176/3348;National Institute of Technology Silchar
176/5653;University of Birmingham
176/5301;IST Austria
176/4020;University of Texas at Dallas
176/5584;Purdue University
176/2716;ShanghaiTech University
176/8857;Soochow University
176/5602;University of Washington
176/5400;University of Alberta
s/RaimundSeidel;Saarland University
s/UlrikeSattler;University of Manchester
s/RichardTSnodgrass;University of Arizona
s/JiriSgall;Charles University
s/PSadayappan;University of Utah
s/KUSchulz;LMU Munich
s/FalkSchreiber;University of Konstanz
s/TorstenSuel;New York University
s/MubarakShah;University of Central Florida
s/MadhuSudan;Harvard University
s/SSchirra;University of Magdeburg
s/SteffenStaab;University of Stuttgart
s/MarcStamminger;University of Erlangen–Nuremberg
s/CliffordStein;Columbia University
s/SrinivasSampalli;Dalhousie University
s/HaimSchweitzer;University of Texas at Dallas
s/JBStefani;Ecole Normale Superieure de Lyon
s/MohamedASharaf;University of Queensland
s/MunindarPSingh;North Carolina State University
s/QiangShen;Aberystwyth University
s/ConstantineStephanidis;University of Crete
s/TranCaoSon;New Mexico State University
s/ThomasShrimpton;University of Florida
s/LuisMiguelSilveira;Universidade de Lisboa
s/AmitPSheth;University of South Carolina
s/PeterStone;University of Texas at Austin
s/MichaelLScott;University of Rochester
s/RickLStevens;University of Chicago
s/RolfStadler;KTH Royal Institute of Technology
s/TomSchrijvers;KU Leuven
s/YoussefSaab;University of Missouri
s/ShiguangShan;Chinese Academy of Sciences
s/StevenSkiena;Stony Brook University
s/OttoSpaniol;RWTH Aachen
s/HosseinSaiedian;University of Kansas
s/MAStyner;University of North Carolina
s/SrinivasanSeshan;Carnegie Mellon University
s/JuliaStoyanovich;New York University
s/SeyedMasoudSadjadi;Florida International University
s/GBStamou;NTUA
s/SlawomirStanczak;TU Berlin
s/DanielDominicSleator;Carnegie Mellon University
s/GauravSSukhatme;University of Southern California
s/EfstathiosDSykas;NTUA
s/AravindSrinivasan;University of Maryland - College Park
s/WolfgangSlany;Graz University of Technology
s/ZhendongSu;ETH Zurich
s/KurtSchneider;University of Hannover
s/IsaacDScherson;Univ. of California - Irvine
s/ChristianSchindelhauer;University of Freiburg
s/ClaudeSammut;UNSW
s/GiuseppeSantucci;Sapienza University of Rome
s/NicoleSchweikardt;Humboldt University of Berlin
s/GeraldJSussman;Massachusetts Institute of Technology
s/DimitrisSamaras;Stony Brook University
s/EvgeniaSmirni;College of William and Mary
s/TuomasSandholm;Carnegie Mellon University
s/LouisISteinberg;Rutgers University
s/WilliamHSanders;Univ. of Illinois at Urbana-Champaign
s/StefanSzeider;TU Wien
s/SalvatoreJStolfo;Columbia University
s/PeterSturm;University of Trier
s/GernotSalzer;TU Wien
s/BShneiderman;University of Maryland - College Park
s/AhmadRezaSadeghi;TU Darmstadt
s/PMSeidel;University of Hawaii at Manoa
s/XHSun;Illinois Institute of Technology
s/CliffordAShaffer;Virginia Tech
s/KangGShin;University of Michigan
s/DiomidisSpinellis;AUEB
s/DLSouvaine;Tufts University
s/HSiegfriedStiehl;University of Hamburg
s/LornaKStewart;University of Alberta
s/HenningSchulzrinne;Columbia University
s/MyraSpiliopoulou;University of Magdeburg
s/HuzurSaran;IIT Delhi
s/JingSun2;University of Auckland
s/WeisongShi;Wayne State University
s/AnoopSarkar;Simon Fraser University
s/StanSzpakowicz;University of Ottawa
s/ShmuelSafra;Tel Aviv University
s/RuihuaSong;Renmin University of China
s/StanSclaroff;Boston University
s/SusanStepney;University of York
s/MihaelavanderSchaar;Univ. of California - Los Angeles
s/IngoSchmitt;Brandenburg University of Technology
s/GertSmolka;Saarland University
s/PeterJStuckey;University of Melbourne
s/ElmarSchomer;University of Mainz
s/AugustWilhelmScheer;TU Munich
s/SSubramaniam;Univ. of California - San Diego
s/AndreasSchwill;University of Potsdam
s/ShankarSastry;Univ. of California - Berkeley
s/JohnKSlaney;Australian National University
s/JonathanSchaeffer;University of Alberta
s/VShoup;New York University
s/JeremySpinrad;Vanderbilt University
s/JohnAStankovic;University of Virginia
s/JorgSander;University of Alberta
s/TanjaSchultz;University of Bremen
s/VSSubrahmanian;Dartmouth College
s/YSmaragdakis;University of Athens
s/ChristianRShelton;Univ. of California - Riverside
s/HeinzWSchmidt;RMIT University
s/NigelPSmart;KU Leuven
s/IoannisStavrakakis;University of Athens
s/PhilippeSalembier;Polytechnic University of Catalonia
s/JunSun12;Peking University
s/ShiuhPyngShieh;National Chiao Tung University
s/TetsuoShibuya;University of Tokyo
s/DanielASpielman;Yale University
s/IonStoica;Univ. of California - Berkeley
s/ClaudioTSilva;New York University
s/AnthonySavidis;University of Crete
s/BDavidSaunders;University of Delaware
s/JSSichman;USP
s/PerditaStevens;University of Edinburgh
s/GerhardSchwabe;University of Zurich
s/EvgueniNSmirnov;Maastricht University
s/JohnESavage;Brown University
s/DuaneSzafron;University of Alberta
s/AlexanderSerebrenik;TU Eindhoven
s/DannyDeSchreye;KU Leuven
s/RicardodaSilvaTorres;UNICAMP
s/MarcSebban;Université Jean Monnet
s/AugustoSampaio;UFPE
s/GuttormSindre;NTNU
s/MaartenvanSteen;VU Amsterdam
s/JoelHSaltz;Stony Brook University
s/MarkusSchneider1;University of Florida
s/MichaelSchroder2;University of Freiburg
s/JoaoPMarquesSilva;Universidade de Lisboa
s/JurgenSchmidhuber;Università della Svizzera italiana
s/ChristianSchulte;KTH Royal Institute of Technology
s/MSchmidtSchauss;Goethe University Frankfurt
s/JaideepSrivastava;University of Minnesota
s/VaidySSunderam;Emory University
s/SMKakade;University of Washington
s/JRSack;Carleton University
s/SanjitASeshia;Univ. of California - Berkeley
s/WKGSeah;Victoria University of Wellington
s/SmrutiRSarangi;IIT Delhi
s/KonstantinosFSagonas;Uppsala University
s/SartajSahni;University of Florida
s/ChungchiehShan;Indiana University
s/LindaGShapiro;University of Washington
s/MarkSanderson;RMIT University
s/AndreaSterbini;Sapienza University of Rome
s/AlistairSinclair;Univ. of California - Berkeley
s/AbrahamSilberschatz;Yale University
s/SargurNSrihari;University at Buffalo
s/MonicaMCSchraefel;University of Southampton
s/GunterSaake;University of Magdeburg
s/ColinStirling;University of Edinburgh
s/DimitriosSoudris;NTUA
s/AlanPSprague;University of Alabama - Birmingham
s/RAServedio;Columbia University
s/AhmedSameh;Purdue University
s/DouglasCSchmidt;Vanderbilt University
s/IngoScholtes;University of Würzburg
s/HansPeterSeidel;Max Planck Society
s/RuiminShen;Shanghai Jiao Tong University
s/PeterScheuermann;Northwestern University
s/NandlalLSarda;IIT Bombay
s/GuntherSpecht;University of Innsbruck
s/ChingYSuen;Concordia University
s/EladMSChiller;Chalmers/GU
s/NigelDavies;Lancaster University
s/WilliamLScherlis;Carnegie Mellon University
s/JiaGuangSun;Tsinghua University
s/DietmarSeipel;University of Würzburg
s/JiaGuangSun-1;Tsinghua University
s/ThomasSeidl1;LMU Munich
s/YoavShoham;Stanford University
s/FaramarzFSamavati;University of Calgary
s/SSudarshan1;IIT Bombay
s/EugeneHSpafford;Purdue University
s/StuartMShieber;Harvard University
s/LiubaShrira;Brandeis University
s/HelenSharp;Open University UK
s/TajanaSimunic;Univ. of California - San Diego
s/NeilTSpring;University of Maryland - College Park
s/GregorSnelting;Karlsruhe Institute of Technology
s/MahadevSatyanarayanan;Carnegie Mellon University
s/MajidSarrafzadeh;Univ. of California - Los Angeles
s/EJSpinosa;UFPR
s/PhSchnoebelen;Ecole Normale Superieure de Cachan
s/HTShen;UESTC
s/FabrizioSilvestri;Sapienza University of Rome
s/NicolaSantoro;Carleton University
s/AlexCSnoeren;Univ. of California - San Diego
s/AmitSahai;Univ. of California - Los Angeles
s/DennisShasha;New York University
s/PalashSarkar;ISI Kolkata
s/AchimSchweikard;University of Lübeck
s/JorgHSiekmann;Saarland University
s/SunitaSarawagi;IIT Bombay
s/DavidMcGSquire;Monash University
s/SjaakSmetsers;Radboud University
s/PrashantJShenoy;University of Massachusetts Amherst
s/LarsSchmidtThieme;University of Hildesheim
s/MansurHSamadzadeh;Oklahoma State University
s/RameshKSitaraman;University of Massachusetts Amherst
s/RobertHSloan;University of Illinois at Chicago
s/StevenMSeitz;University of Washington
s/JohnKennethSalisburyJr;Stanford University
s/MichaelEonsukShin;Texas Tech University
s/PhoebeSengers;Cornell University
s/DavidLSpooner;Rensselaer Polytechnic Institute
s/JackSnoeyink;University of North Carolina
s/InaSchieferdecker;TU Berlin
s/RenateScheidler;University of Calgary
s/ZhongShao;Yale University
s/SherifSakr;University of Tartu
s/OShmueli;Technion
s/MargoISeltzer;University of British Columbia
s/GerdStumme;University of Kassel
s/DanSuciu;University of Washington
s/MSchottner;University of Düsseldorf
s/ReihanehSafaviNaini;University of Calgary
s/DavidBSkillicorn;Queen’s University
s/MarcHScholl;University of Konstanz
s/PaulGSpirakis;University of Liverpool
s/UweSchoning;University of Ulm
s/ALSangiovanniV;Univ. of California - Berkeley
s/DanaSScott;Carnegie Mellon University
s/BaruchSchieber;NJIT
s/GerikScheuermann;University of Leipzig
s/ScottFSmith;Johns Hopkins University
s/ChristophScholl;University of Freiburg
s/DemetriosGSampson;University of Piraeus
s/ChristianScheideler;Paderborn University
s/JochenHSchiller;Freie Universitaet Berlin
s/AndrewCSimpson;University of Oxford
s/GCMSilvestre;University College Dublin
s/EugeneWStark;Stony Brook University
s/HinrichSchutze;LMU Munich
s/LeonelSousa;Universidade de Lisboa
s/MuraliSitaraman;Clemson University
s/KlausSchneider1;TU Kaiserslautern
s/GeoffSutcliffe;University of Miami
s/ShashiShekhar;University of Minnesota
s/PeterSteenkiste;Carnegie Mellon University
s/BarrySmyth;University College Dublin
s/RyanStansifer;Florida Institute of Technology
s/AchimStreit;Karlsruhe Institute of Technology
s/BuntarouShizuki;University of Tsukuba
s/NematollaahShiri;Concordia University
s/FrankYShih;NJIT
s/OferStrichman;Technion
s/SandeepSen;IIT Delhi
s/MSubramaniam;University of Nebraska - Omaha
s/KaiUweSattler;TU Ilmenau
s/TobiasScheffer;University of Potsdam
s/EhudYShapiro;Weizmann Institute of Science
